Gene stable ID,NCBI gene (formerly Entrezgene) ID,HGNC symbol
ENSG00000162631,22854,NTNG1
ENSG00000131873,22856,CHSY1
ENSG00000091592,22861,NLRP1
ENSG00000126775,22863,ATG14
ENSG00000121871,22865,SLITRK3
ENSG00000081386,22869,ZNF510
ENSG00000169760,22871,NLGN1
ENSG00000138674,22872,SEC31A
ENSG00000001561,22875,ENPP4
ENSG00000198825,22876,INPP5F
ENSG00000281178,22877,MLXIP
ENSG00000175727,22877,MLXIP
ENSG00000004478,2288,FKBP4
ENSG00000173210,22885,ABLIM3
ENSG00000185019,22888,UBOX5
ENSG00000096060,2289,FKBP5
ENSG00000083520,22894,DIS3
ENSG00000136872,229,ALDOB
ENSG00000176165,2290,FOXG1
ENSG00000105483,22900,CARD8
ENSG00000141337,22901,ARSG
ENSG00000072134,22905,EPN2
ENSG00000211456,22908,SACM1L
ENSG00000276787,22909,FAN1
ENSG00000198690,22909,FAN1
ENSG00000213809,22914,KLRK1
ENSG00000114503,22916,NCBP2
ENSG00000075945,22920,KIFAP3
ENSG00000153246,22925,PLA2R1
ENSG00000118217,22926,ATF6
ENSG00000179918,22928,SEPHS2
ENSG00000086475,22929,SEPHS1
ENSG00000283100,22933,SIRT2
ENSG00000068903,22933,SIRT2
ENSG00000153574,22934,RPIA
ENSG00000118985,22936,ELL2
ENSG00000100603,22938,SNW1
ENSG00000162105,22941,SHANK2
ENSG00000107984,22943,DKK1
ENSG00000106853,22949,PTGR1
ENSG00000187848,22953,P2RX2
ENSG00000119401,22954,TRIM32
ENSG00000162482,22977,AKR7A3
ENSG00000076685,22978,NT5C2
ENSG00000100813,22985,ACIN1
ENSG00000122012,22987,SV2C
ENSG00000144821,22989,MYH15
ENSG00000079841,22999,RIMS1
ENSG00000109107,230,ALDOC
ENSG00000100592,23002,DAAM1
ENSG00000114805,23007,PLCH1
ENSG00000065526,23013,SPEN
ENSG00000075914,23016,EXOSC7
ENSG00000125107,23019,CNOT1
ENSG00000144028,23020,SNRNP200
ENSG00000130477,23025,UNC13A
ENSG00000041515,23026,MYO16
ENSG00000004487,23028,KDM1A
ENSG00000040199,23035,PHLPP2
ENSG00000130227,23039,XPO7
ENSG00000116852,23046,KIF21B
ENSG00000083642,23047,PDS5B
ENSG00000187239,23048,FNBP1
ENSG00000157106,23049,SMG1
ENSG00000111206,2305,FOXM1
ENSG00000157064,23057,NMNAT2
ENSG00000103365,23062,GGA2
ENSG00000062650,23063,WAPL
ENSG00000107290,23064,SETX
ENSG00000139718,23067,SETD1B
ENSG00000150907,2308,FOXO1
ENSG00000082805,23085,ERC1
ENSG00000118689,2309,FOXO3
ENSG00000105738,23094,SIPA1L3
ENSG00000054523,23095,KIF1B
ENSG00000124313,23096,IQSEC2
ENSG00000085662,231,AKR1B1
ENSG00000133104,23111,SPART
ENSG00000163531,23114,NFASC
ENSG00000055208,23118,TAB2
ENSG00000198756,23127,COLGALT2
ENSG00000151702,2313,FLI1
ENSG00000110046,23130,ATG2A
ENSG00000079432,23152,CIC
ENSG00000125354,23157,SEPTIN6
ENSG00000196924,2316,FLNA
ENSG00000163811,23160,WDR43
ENSG00000138834,23162,MAPK8IP3
ENSG00000125447,23163,GGA3
ENSG00000155561,23165,NUP205
ENSG00000136068,2317,FLNB
ENSG00000152642,23171,GPD1L
ENSG00000134324,23175,LPIN1
ENSG00000164402,23176,SEPTIN8
ENSG00000143344,23179,RGL1
ENSG00000128591,2318,FLNC
ENSG00000089902,23186,RCOR1
ENSG00000132589,2319,FLOT2
ENSG00000144224,23190,UBXN4
ENSG00000280618,23191,CYFIP1
ENSG00000288461,23191,CYFIP1
ENSG00000273749,23191,CYFIP1
ENSG00000168397,23192,ATG4B
ENSG00000089597,23193,GANAB
ENSG00000288121,23195,MDN1
ENSG00000112159,23195,MDN1
ENSG00000068878,23198,PSME4
ENSG00000103740,23205,ACSBG1
ENSG00000116786,23207,PLEKHM2
ENSG00000102755,2321,FLT1
ENSG00000169180,23214,XPO6
ENSG00000065882,23216,TBC1D1
ENSG00000122025,2322,FLT3
ENSG00000110042,23220,DTX4
ENSG00000008853,23221,RHOBTB2
ENSG00000132182,23225,NUP210
ENSG00000090554,2323,FLT3LG
ENSG00000170145,23235,SIK2
ENSG00000182621,23236,PLCB1
ENSG00000198576,23237,ARC
ENSG00000081913,23239,PHLPP1
ENSG00000037280,2324,FLT4
ENSG00000121892,23244,PDS5A
ENSG00000010932,2326,FMO1
ENSG00000145725,23262,PPIP5K2
ENSG00000182473,23265,EXOC7
ENSG00000094963,2327,FMO2
ENSG00000186866,23275,POFUT2
ENSG00000030066,23279,NUP160
ENSG00000007933,2328,FMO3
ENSG00000177613,23283,CSTF2T
ENSG00000113645,23286,WWC1
ENSG00000106012,23288,IQCE
ENSG00000076258,2329,FMO4
ENSG00000072803,23291,FBXW11
ENSG00000070366,23293,SMG6
ENSG00000102858,23295,MGRN1
ENSG00000185963,23299,BICD2
ENSG00000131781,2330,FMO5
ENSG00000197892,23303,KIF13B
ENSG00000164398,23305,ACSL6
ENSG00000160223,23308,ICOSLG
ENSG00000122176,2331,FMOD
ENSG00000104093,23312,DMXL2
ENSG00000013288,23324,MAN2B2
ENSG00000136051,23325,WASHC4
ENSG00000049759,23327,NEDD4L
ENSG00000091157,23335,WDR7
ENSG00000166887,23339,VPS39
ENSG00000115414,2335,FN1
ENSG00000163714,23350,U2SURP
ENSG00000127481,23352,UBR4
ENSG00000156011,23362,PSD3
ENSG00000196914,23365,ARHGEF12
ENSG00000055917,23369,PUM2
ENSG00000104880,23370,ARHGEF18
ENSG00000105662,23373,CRTC1
ENSG00000266028,23380,SRGAP2
ENSG00000198952,23381,SMG5
ENSG00000158467,23382,AHCYL2
ENSG00000129933,23383,MAU2
ENSG00000162736,23385,NCSTN
ENSG00000123066,23389,MED13L
ENSG00000168522,2339,FNTA
ENSG00000011376,23395,LARS2
ENSG00000186111,23396,PIP5K1C
ENSG00000181274,23401,FRAT2
ENSG00000130713,23404,EXOSC2
ENSG00000100697,23405,DICER1
ENSG00000124523,23408,SIRT5
ENSG00000089163,23409,SIRT4
ENSG00000142082,23410,SIRT3
ENSG00000096717,23411,SIRT1
ENSG00000169946,23414,ZFPM2
ENSG00000103150,23417,MLYCD
ENSG00000134376,23418,CRB1
ENSG00000257365,2342,FNTB
ENSG00000092068,23428,SLC7A8
ENSG00000095917,23430,TPSD1
ENSG00000081014,23431,AP4E1
ENSG00000143147,23432,GPR161
ENSG00000119729,23433,RHOQ
ENSG00000120948,23435,TARDBP
ENSG00000219073,23436,CELA3B
ENSG00000112855,23438,HARS2
ENSG00000101892,23439,ATP1B4
ENSG00000070214,23446,SLC44A1
ENSG00000189091,23450,SF3B3
ENSG00000115524,23451,SF3B1
ENSG00000135776,23456,ABCB10
ENSG00000150967,23457,ABCB9
ENSG00000086205,2346,FOLH1
ENSG00000154262,23460,ABCA6
ENSG00000154265,23461,ABCA5
ENSG00000164683,23462,HEY1
ENSG00000116237,23463,ICMT
ENSG00000100116,23464,GCAT
ENSG00000067167,23471,TRAM1
ENSG00000105755,23474,ETHE1
ENSG00000103485,23475,QPRT
ENSG00000140612,23478,SEC11A
ENSG00000110195,2348,FOLR1
ENSG00000132432,23480,SEC61G
ENSG00000088451,23483,TGDS
ENSG00000135547,23493,HEY2
ENSG00000240505,23495,TNFRSF13B
ENSG00000162882,23498,HAAO
ENSG00000165457,2350,FOLR2
ENSG00000146122,23500,DAAM2
ENSG00000101346,23509,POFUT1
ENSG00000095319,23511,NUP188
ENSG00000274287,23513,SCRIB
ENSG00000180900,23513,SCRIB
ENSG00000104635,23516,SLC39A14
ENSG00000039123,23517,MTREX
ENSG00000110203,2352,FOLR3
ENSG00000142541,23521,RPL13A
ENSG00000114331,23527,ACAP2
ENSG00000175505,23529,CLCF1
ENSG00000170345,2353,FOS
ENSG00000112992,23530,NNT
ENSG00000141506,23533,PIK3R5
ENSG00000064419,23534,TNPO3
ENSG00000182070,23538,OR52A1
ENSG00000125740,2354,FOSB
ENSG00000008735,23542,MAPK8IP2
ENSG00000185344,23545,ATP6V0A2
ENSG00000276798,23547,LILRA4
ENSG00000274185,23547,LILRA4
ENSG00000277092,23547,LILRA4
ENSG00000239961,23547,LILRA4
ENSG00000075426,2355,FOSL2
ENSG00000125637,23550,PSD4
ENSG00000106302,23553,HYAL4
ENSG00000197563,23556,PIGN
ENSG00000136877,2356,FPGS
ENSG00000107937,23560,GTPBP4
ENSG00000159261,23562,CLDN14
ENSG00000171517,23566,LPAR3
ENSG00000280908,23569,PADI4
ENSG00000159339,23569,PADI4
ENSG00000171051,2357,FPR1
ENSG00000171049,2358,FPR2
ENSG00000123415,23583,SMUG1
ENSG00000107201,23586,RIGI
ENSG00000187474,2359,FPR3
ENSG00000148459,23590,PDSS1
ENSG00000091651,23594,ORC6
ENSG00000135336,23595,ORC3
ENSG00000242110,23600,AMACR
ENSG00000035664,23604,DAPK2
ENSG00000198087,23607,CD2AP
ENSG00000169006,23620,NTSR2
ENSG00000186318,23621,BACE1
ENSG00000142273,23624,CBLC
ENSG00000118298,23632,CA14
ENSG00000025800,23633,KPNA6
ENSG00000213024,23636,NUP62
ENSG00000133265,23640,HSPBP1
ENSG00000154589,23643,LY96
ENSG00000038358,23644,EDC4
ENSG00000087074,23645,PPP1R15A
ENSG00000105223,23646,PLD3
ENSG00000014138,23649,POLA2
ENSG00000196576,23654,PLXNB2
ENSG00000151012,23657,SLC7A11
ENSG00000106355,23658,LSM5
ENSG00000103066,23659,PLA2G15
ENSG00000117758,23673,STX12
ENSG00000104205,23678,SGK3
ENSG00000115825,23683,PRKD3
ENSG00000182985,23705,CADM1
ENSG00000189369,23708,GSPT2
ENSG00000139112,23710,GABARAPL1
ENSG00000197417,23729,SHPK
ENSG00000132840,23743,BHMT2
ENSG00000129221,23746,AIPL1
ENSG00000100023,23759,PPIL2
ENSG00000241878,23761,PISD
ENSG00000177663,23765,IL17RA
ENSG00000099968,23786,BCL2L13
ENSG00000171094,238,ALK
ENSG00000108839,239,ALOX12
ENSG00000165060,2395,FXN
ENSG00000198691,24,ABCA4
ENSG00000275565,240,ALOX5
ENSG00000012779,240,ALOX5
ENSG00000132965,241,ALOX5AP
ENSG00000090889,24137,KIF4A
ENSG00000110218,24145,PANX1
ENSG00000106404,24146,CLDN15
ENSG00000101161,24148,PRPF6
ENSG00000179477,242,ALOX12B
ENSG00000163806,245711,SPDYA
ENSG00000147614,245972,ATP6V0D2
ENSG00000143882,245973,ATP6V1C2
ENSG00000161905,246,ALOX15
ENSG00000138767,246175,CNOT6L
ENSG00000211454,246181,AKR7L
ENSG00000176386,246184,CDC26
ENSG00000179520,246213,SLC17A8
ENSG00000171865,246243,RNASEH1
ENSG00000228049,246721,POLR2J2
ENSG00000197272,246778,IL27
ENSG00000179593,247,ALOX15B
ENSG00000198793,2475,MTOR
ENSG00000163295,248,ALPI
ENSG00000162998,2487,FRZB
ENSG00000131808,2488,FSHB
ENSG00000162551,249,ALPL
ENSG00000170820,2492,FSHR
ENSG00000116833,2494,NR5A2
ENSG00000167996,2495,FTH1
ENSG00000097007,25,ABL1
ENSG00000163283,250,ALPP
ENSG00000163286,251,ALPG
ENSG00000087086,2512,FTL
ENSG00000136931,2516,NR5A1
ENSG00000179163,2517,FUCA1
ENSG00000001036,2519,FUCA2
ENSG00000184502,2520,GAST
ENSG00000089280,2521,FUS
ENSG00000174951,2523,FUT1
ENSG00000176920,2524,FUT2
ENSG00000171124,2525,FUT3
ENSG00000196371,2526,FUT4
ENSG00000130383,2527,FUT5
ENSG00000156413,2528,FUT6
ENSG00000180549,2529,FUT7
ENSG00000154328,252969,NEIL2
ENSG00000033170,2530,FUT8
ENSG00000119537,2531,KDSR
ENSG00000172031,253152,EPHX4
ENSG00000213088,2532,ACKR1
ENSG00000164327,253260,RICTOR
ENSG00000082074,2533,FYB1
ENSG00000175766,253314,EIF4E1B
ENSG00000010810,2534,FYN
ENSG00000151151,253430,IPMK
ENSG00000180340,2535,FZD2
ENSG00000172954,253558,LCLAT1
ENSG00000177842,253639,ZNF620
ENSG00000172661,253725,WASHC2C
ENSG00000172292,253782,CERS6
ENSG00000131482,2538,G6PC1
ENSG00000160211,2539,G6PD
ENSG00000174373,253959,RALGAPA1
ENSG00000172803,254122,SNX32
ENSG00000281500,2542,SLC37A4
ENSG00000137700,2542,SLC37A4
ENSG00000176454,254531,LPCAT4
ENSG00000196419,2547,XRCC6
ENSG00000197706,254783,OR6C74
ENSG00000205329,254786,OR6C3
ENSG00000171298,2548,GAA
ENSG00000278659,254879,OR2T6
ENSG00000278689,254879,OR2T6
ENSG00000198104,254879,OR2T6
ENSG00000109458,2549,GAB1
ENSG00000136939,254973,OR1L4
ENSG00000237051,2550,GABBR1
ENSG00000232569,2550,GABBR1
ENSG00000206511,2550,GABBR1
ENSG00000232632,2550,GABBR1
ENSG00000237112,2550,GABBR1
ENSG00000206466,2550,GABBR1
ENSG00000204681,2550,GABBR1
ENSG00000185933,255022,CALHM1
ENSG00000275543,255027,MPV17L
ENSG00000282074,255027,
ENSG00000261130,255027,
ENSG00000156968,255027,MPV17L
ENSG00000180089,255043,TMEM86B
ENSG00000176358,255061,TAC4
ENSG00000168907,255189,PLA2G4F
ENSG00000153898,255231,MCOLN2
ENSG00000022355,2554,GABRA1
ENSG00000250312,255403,ZNF718
ENSG00000151834,2555,GABRA2
ENSG00000011677,2556,GABRA3
ENSG00000146047,255626,H2BC1
ENSG00000171502,255631,COL24A1
ENSG00000109158,2557,GABRA4
ENSG00000255307,255725,OR52B2
ENSG00000169174,255738,PCSK9
ENSG00000168743,255743,NPNT
ENSG00000186297,2558,GABRA5
ENSG00000145863,2559,GABRA6
ENSG00000152520,255967,PAN3
ENSG00000163288,2560,GABRB1
ENSG00000121406,256051,ZNF549
ENSG00000172752,256076,COL6A5
ENSG00000145864,2561,GABRB2
ENSG00000176547,256144,OR4C3
ENSG00000176555,256148,OR4S1
ENSG00000166206,2562,GABRB3
ENSG00000187730,2563,GABRD
ENSG00000102287,2564,GABRE
ENSG00000184005,256435,ST6GALNAC3
ENSG00000164073,256471,MFSD8
ENSG00000163285,2565,GABRG1
ENSG00000113327,2566,GABRG2
ENSG00000182256,2567,GABRG3
ENSG00000094755,2568,GABRP
ENSG00000280021,256892,OR51F1
ENSG00000146276,2569,GABRR1
ENSG00000183979,256933,NPB
ENSG00000164300,256987,SERINC5
ENSG00000111886,2570,GABRR2
ENSG00000128683,2571,GAD1
ENSG00000172260,257194,NEGR1
ENSG00000136750,2572,GAD2
ENSG00000281185,257202,GPX6
ENSG00000198704,257202,GPX6
ENSG00000188958,257313,UTS2B
ENSG00000173548,257364,SNX33
ENSG00000157625,257397,TAB3
ENSG00000129946,25759,SHC2
ENSG00000110844,25766,PRPF40B
ENSG00000100211,25776,CBY1
ENSG00000152689,25780,RASGRP3
ENSG00000197275,25788,RAD54B
ENSG00000066248,25791,NGEF
ENSG00000130313,25796,PGLS
ENSG00000083812,25799,ZNF324
ENSG00000141424,25800,SLC39A6
ENSG00000198168,258010,SVIP
ENSG00000130520,25804,LSM4
ENSG00000095739,25805,BAMBI
ENSG00000054983,2581,GALC
ENSG00000130638,25814,ATXN10
ENSG00000117308,2582,GALE
ENSG00000126432,25824,PRDX5
ENSG00000182240,25825,BACE2
ENSG00000100348,25828,TXN2
ENSG00000135454,2583,B4GALNT1
ENSG00000137709,25833,POU2F3
ENSG00000283530,25834,MGAT4C
ENSG00000285137,25834,MGAT4C
ENSG00000182050,25834,MGAT4C
ENSG00000164190,25836,NIPBL
ENSG00000108479,2584,GALK1
ENSG00000129055,25847,ANAPC13
ENSG00000156958,2585,GALK2
ENSG00000205356,25851,TECPR1
ENSG00000105287,25865,PRKD2
ENSG00000166573,2587,GALR1
ENSG00000130255,25873,RPL36
ENSG00000143158,25874,MPC2
ENSG00000141012,2588,GALNS
ENSG00000068654,25885,POLR1A
ENSG00000142528,25888,ZNF473
ENSG00000141429,2589,GALNT1
ENSG00000163743,25898,RCHY1
ENSG00000143641,2590,GALNT2
ENSG00000120254,25902,MTHFD1L
ENSG00000182973,25904,CNOT10
ENSG00000110200,25906,ANAPC15
ENSG00000153207,25909,AHCTF1
ENSG00000115339,2591,GALNT3
ENSG00000178057,25915,NDUFAF3
ENSG00000206430,259197,NCR3
ENSG00000236315,259197,NCR3
ENSG00000237808,259197,NCR3
ENSG00000236979,259197,NCR3
ENSG00000223833,259197,NCR3
ENSG00000225211,259197,NCR3
ENSG00000237103,259197,NCR3
ENSG00000204475,259197,NCR3
ENSG00000213930,2592,GALT
ENSG00000188986,25920,NELFB
ENSG00000198964,259230,SGMS1
ENSG00000236398,259285,TAS2R39
ENSG00000221937,259286,TAS2R40
ENSG00000284982,259287,TAS2R41
ENSG00000221855,259287,TAS2R41
ENSG00000262612,259289,TAS2R43
ENSG00000282537,259289,TAS2R43
ENSG00000255374,259289,TAS2R43
ENSG00000263097,259290,TAS2R31
ENSG00000282256,259290,TAS2R31
ENSG00000256436,259290,TAS2R31
ENSG00000262612,259291,TAS2R43
ENSG00000261936,259291,TAS2R45
ENSG00000282537,259291,TAS2R43
ENSG00000255374,259291,TAS2R43
ENSG00000262525,259292,TAS2R46
ENSG00000278111,259292,TAS2R46
ENSG00000226761,259292,TAS2R46
ENSG00000262111,259293,TAS2R30
ENSG00000274699,259293,TAS2R30
ENSG00000256188,259293,TAS2R30
ENSG00000263028,259294,TAS2R19
ENSG00000278307,259294,TAS2R19
ENSG00000212124,259294,TAS2R19
ENSG00000273092,259295,TAS2R20
ENSG00000282612,259295,TAS2R20
ENSG00000255837,259295,TAS2R20
ENSG00000273431,259296,TAS2R50
ENSG00000276167,259296,TAS2R50
ENSG00000212126,259296,TAS2R50
ENSG00000130005,2593,GAMT
ENSG00000104951,259307,IL4I1
ENSG00000018408,25937,WWTR1
ENSG00000101347,25939,SAMHD1
ENSG00000169375,25942,SIN3A
ENSG00000177707,25945,NECTIN3
ENSG00000161642,25946,ZNF385A
ENSG00000117614,25949,SYF2
ENSG00000214013,2595,GANC
ENSG00000075826,25956,SEC31B
ENSG00000111640,2597,GAPDH
ENSG00000178188,25970,SH2B1
ENSG00000162396,25973,PARS2
ENSG00000132763,25974,MMACHC
ENSG00000083937,25978,CHMP2B
ENSG00000114841,25981,DNAH1
ENSG00000263309,25984,KRT23
ENSG00000108244,25984,KRT23
ENSG00000076043,25996,REXO2
ENSG00000002726,26,AOC1
ENSG00000149476,26007,TKFC
ENSG00000151461,26019,UPF2
ENSG00000186377,260293,CYP4X1
ENSG00000138604,26035,GLCE
ENSG00000197555,26037,SIPA1L1
ENSG00000184402,26039,SS18L1
ENSG00000081026,260425,MAGI3
ENSG00000169900,260434,PYDC1
ENSG00000278728,26047,CNTNAP2
ENSG00000174469,26047,CNTNAP2
ENSG00000165300,26050,SLITRK5
ENSG00000197959,26052,DNM3
ENSG00000135631,26056,RAB11FIP5
ENSG00000157500,26060,APPL1
ENSG00000131373,26061,HACL1
ENSG00000274296,26063,DECR2
ENSG00000242612,26063,DECR2
ENSG00000277101,26084,ARHGEF26
ENSG00000114790,26084,ARHGEF26
ENSG00000160360,26086,GPSM1
ENSG00000100083,26088,GGA1
ENSG00000148634,26091,HERC4
ENSG00000157954,26100,WIPI2
ENSG00000157978,26119,LDLRAP1
ENSG00000274651,26121,PRPF31
ENSG00000275885,26121,PRPF31
ENSG00000275117,26121,PRPF31
ENSG00000277953,26121,PRPF31
ENSG00000276421,26121,PRPF31
ENSG00000274144,26121,PRPF31
ENSG00000274894,26121,PRPF31
ENSG00000277154,26121,PRPF31
ENSG00000277707,26121,PRPF31
ENSG00000105618,26121,PRPF31
ENSG00000274349,26149,ZNF658
ENSG00000137507,2615,LRRC32
ENSG00000130684,26152,ZNF337
ENSG00000066735,26153,KIF26A
ENSG00000144452,26154,ABCA12
ENSG00000106105,2617,GARS1
ENSG00000157214,261729,STEAP2
ENSG00000262473,2618,GART
ENSG00000159131,2618,GART
ENSG00000221888,26188,OR1C1
ENSG00000172150,26189,OR1A2
ENSG00000180447,2619,GAS1
ENSG00000123505,262,AMD1
ENSG00000183087,2621,GAS6
ENSG00000284866,26211,OR2F1
ENSG00000213215,26211,OR2F1
ENSG00000124657,26212,OR2B6
ENSG00000239590,26219,OR1J4
ENSG00000005812,26224,FBXL3
ENSG00000092621,26227,PHGDH
ENSG00000149541,26229,B3GAT3
ENSG00000116661,26232,FBXO2
ENSG00000171180,26245,OR2M4
ENSG00000203663,26246,OR2L2
ENSG00000171133,26248,OR2K2
ENSG00000107485,2625,GATA3
ENSG00000166523,26253,CLEC4E
ENSG00000174989,26259,FBXW8
ENSG00000285109,2626,GATA4
ENSG00000136574,2626,GATA4
ENSG00000147364,26260,FBXO25
ENSG00000167196,26263,FBXO22
ENSG00000116663,26270,FBXO6
ENSG00000112029,26271,FBXO5
ENSG00000151876,26272,FBXO4
ENSG00000198130,26275,HIBCH
ENSG00000117215,26279,PLA2G2D
ENSG00000171766,2628,GATM
ENSG00000078579,26281,FGF20
ENSG00000156282,26285,CLDN17
ENSG00000242247,26286,ARFGAP3
ENSG00000154027,26289,AK5
ENSG00000262446,2629,GBA1
ENSG00000177628,2629,GBA1
ENSG00000130035,26290,GALNT8
ENSG00000105550,26291,FGF21
ENSG00000148288,26301,GBGT1
ENSG00000114480,2632,GBE1
ENSG00000117228,2633,GBP1
ENSG00000105679,26330,GAPDHS
ENSG00000185385,26333,OR7A17
ENSG00000205030,26338,OR5L2
ENSG00000232382,26339,OR5K1
ENSG00000162645,2634,GBP2
ENSG00000231192,26341,OR5H1
ENSG00000117226,2635,GBP3
ENSG00000163938,26354,GNL3
ENSG00000105607,2639,GCDH
ENSG00000115263,2641,GCG
ENSG00000288269,2642,GCGR
ENSG00000215644,2642,GCGR
ENSG00000131979,2643,GCH1
ENSG00000106633,2645,GCK
ENSG00000176046,26471,NUPR1
ENSG00000196184,26476,OR10J1
ENSG00000108773,2648,KAT2A
ENSG00000197125,26493,OR8B8
ENSG00000197849,26494,OR8G1
ENSG00000273953,26496,OR10A3
ENSG00000281680,26496,OR10A3
ENSG00000170683,26496,OR10A3
ENSG00000197309,26497,OR10D3
ENSG00000187210,2650,GCNT1
ENSG00000119899,26503,SLC17A5
ENSG00000163909,26508,HEYL
ENSG00000285222,2651,GCNT2
ENSG00000111846,2651,GCNT2
ENSG00000150457,26524,LATS2
ENSG00000136695,26525,IL36RN
ENSG00000071626,26528,DAZAP1
ENSG00000235966,26529,OR12D2
ENSG00000204690,26529,OR12D2
ENSG00000233481,26529,OR12D2
ENSG00000225247,26529,OR12D2
ENSG00000227446,26529,OR12D2
ENSG00000280236,26529,OR12D2
ENSG00000140905,2653,GCSH
ENSG00000251547,26530,OR12D1
ENSG00000249571,26530,OR12D1
ENSG00000248182,26530,OR12D1
ENSG00000249030,26530,OR12D1
ENSG00000250294,26530,OR12D1
ENSG00000249103,26530,OR12D1
ENSG00000251608,26530,OR12D1
ENSG00000223898,26531,OR11A1
ENSG00000237258,26531,OR11A1
ENSG00000232289,26531,OR11A1
ENSG00000230780,26531,OR11A1
ENSG00000206517,26531,OR11A1
ENSG00000206472,26531,OR11A1
ENSG00000234347,26531,OR11A1
ENSG00000204694,26531,OR11A1
ENSG00000171936,26532,OR10H3
ENSG00000169208,26533,OR10G3
ENSG00000255582,26534,OR10G2
ENSG00000171942,26538,OR10H2
ENSG00000186723,26539,OR10H1
ENSG00000130283,2657,GDF1
ENSG00000263761,2658,GDF2
ENSG00000276886,26585,GREM1
ENSG00000282046,26585,GREM1
ENSG00000166923,26585,GREM1
ENSG00000284680,26595,OR8B2
ENSG00000138379,2660,MSTN
ENSG00000164404,2661,GDF9
ENSG00000266524,2662,GDF10
ENSG00000237521,26648,OR7E24
ENSG00000127529,26658,OR7C2
ENSG00000188269,26659,OR7A5
ENSG00000127530,26664,OR7C1
ENSG00000185352,266722,HS6ST3
ENSG00000168621,2668,GDNF
ENSG00000230178,26683,OR4F3
ENSG00000221977,26686,OR4E2
ENSG00000276240,26687,OR4E1
ENSG00000141194,26689,OR4D1
ENSG00000228652,26692,OR2W1
ENSG00000234101,26692,OR2W1
ENSG00000226463,26692,OR2W1
ENSG00000227639,26692,OR2W1
ENSG00000228977,26692,OR2W1
ENSG00000229328,26692,OR2W1
ENSG00000206525,26692,OR2W1
ENSG00000204704,26692,OR2W1
ENSG00000185372,26693,OR2V1
ENSG00000273508,26696,OR2T1
ENSG00000275244,26696,OR2T1
ENSG00000175143,26696,OR2T1
ENSG00000159461,267,AMFR
ENSG00000131095,2670,GFAP
ENSG00000196231,26707,OR2J2
ENSG00000225550,26707,OR2J2
ENSG00000226347,26707,OR2J2
ENSG00000226000,26707,OR2J2
ENSG00000232945,26707,OR2J2
ENSG00000234746,26707,OR2J2
ENSG00000231676,26707,OR2J2
ENSG00000204700,26707,OR2J2
ENSG00000206471,26716,OR2H1
ENSG00000229125,26716,OR2H1
ENSG00000206516,26716,OR2H1
ENSG00000224395,26716,OR2H1
ENSG00000229408,26716,OR2H1
ENSG00000235132,26716,OR2H1
ENSG00000232984,26716,OR2H1
ENSG00000204688,26716,OR2H1
ENSG00000198380,2673,GFPT1
ENSG00000171481,26735,OR1L3
ENSG00000173679,26737,OR1L1
ENSG00000197233,26740,OR1J2
ENSG00000113249,26762,HAVCR1
ENSG00000115486,2677,GGCX
ENSG00000100031,2678,GGT1
ENSG00000104899,268,AMH
ENSG00000206625,26827,RNU6-1
ENSG00000199377,26828,RNU5F-1
ENSG00000086062,2683,B4GALT1
ENSG00000199568,26831,RNU5A-1
ENSG00000200156,26832,RNU5B-1
ENSG00000202538,26834,RNU4-2
ENSG00000200795,26835,RNU4-1
ENSG00000131067,2686,GGT7
ENSG00000206737,26863,RNVU1-18
ENSG00000206585,26864,RNVU1-7
ENSG00000207513,26869,RNU1-3
ENSG00000099998,2687,GGT5
ENSG00000207005,26870,RNU1-2
ENSG00000206652,26871,RNU1-1
ENSG00000164647,26872,STEAP1
ENSG00000178814,26873,OPLAH
ENSG00000259384,2688,GH1
ENSG00000136487,2689,GH2
ENSG00000135409,269,AMHR2
ENSG00000112964,2690,GHR
ENSG00000118702,2691,GHRH
ENSG00000106128,2692,GHRHR
ENSG00000121853,2693,GHSR
ENSG00000134812,2694,CBLIF
ENSG00000159224,2695,GIP
ENSG00000010310,2696,GIPR
ENSG00000152661,2697,GJA1
ENSG00000267508,26974,ZNF285
ENSG00000185009,26985,AP3M1
ENSG00000070756,26986,PABPC1
ENSG00000055163,26999,CYFIP2
ENSG00000143322,27,ABL2
ENSG00000116748,270,AMPD1
ENSG00000143258,27005,USP21
ENSG00000070388,27006,FGF22
ENSG00000196511,27010,TPK1
ENSG00000166681,27018,BEX3
ENSG00000122735,27019,DNAI1
ENSG00000119684,27030,MLH3
ENSG00000151498,27034,ACAD8
ENSG00000007952,27035,NOX1
ENSG00000213658,27040,LAT
ENSG00000197157,27044,SND1
ENSG00000138777,27068,PPA2
ENSG00000070190,27071,DAPP1
ENSG00000006715,27072,VPS41
ENSG00000078081,27074,LAMP3
ENSG00000172167,27085,MTBP
ENSG00000114861,27086,FOXP1
ENSG00000109956,27087,B3GAT1
ENSG00000164405,27089,UQCRQ
ENSG00000136840,27090,ST6GALNAC4
ENSG00000075429,27091,CACNG5
ENSG00000075461,27092,CACNG4
ENSG00000171121,27094,KCNMB3
ENSG00000135801,27097,TAF5L
ENSG00000116337,271,AMPD2
ENSG00000198814,2710,GK
ENSG00000116161,27101,CACYBP
ENSG00000086232,27102,EIF2AK1
ENSG00000105327,27113,BBC3
ENSG00000171408,27115,PDE7B
ENSG00000196475,2712,GK2
ENSG00000104371,27121,DKK4
